Date,Price,Open,High,Low,Vol.,Change %
2025-04-29,26300.0,26000.0,26600.0,26000.0,18130000.0,1.15
2025-04-28,26000.0,26000.0,26100.0,25800.0,11160000.0,0.19
2025-04-25,25950.0,25950.0,26050.0,25400.0,19490000.0,0.78
2025-04-24,25750.0,26000.0,26100.0,25700.0,8920000.0,-1.34
2025-04-23,26100.0,25750.0,26300.0,25150.0,18230000.0,3.78
2025-04-22,25150.0,25250.0,25650.0,23950.0,29520000.0,-2.33
2025-04-21,25750.0,26000.0,26300.0,25600.0,12190000.0,-0.96
2025-04-18,26000.0,26500.0,26500.0,26000.0,16890000.0,0.0
2025-04-17,26000.0,25600.0,26000.0,25550.0,14260000.0,0.78
2025-04-16,25800.0,26150.0,26450.0,25750.0,18150000.0,-0.77
2025-04-15,26000.0,26050.0,26350.0,25800.0,21180000.0,-2.07
2025-04-14,26550.0,26600.0,26700.0,26100.0,19910000.0,-0.19
2025-04-11,26600.0,26500.0,26600.0,25600.0,47940000.0,5.35
2025-04-10,25250.0,25250.0,25250.0,25250.0,1240000.0,6.99
2025-04-09,23600.0,22300.0,24900.0,22300.0,40790000.0,-1.46
2025-04-08,23950.0,25000.0,25000.0,23950.0,33470000.0,-6.81
2025-04-04,25700.0,24150.0,25750.0,24150.0,56800000.0,-0.96
2025-04-03,25950.0,26950.0,27200.0,25950.0,58890000.0,-6.99
2025-04-02,27900.0,28000.0,28150.0,27850.0,6670000.0,-0.18
2025-04-01,27950.0,27500.0,28000.0,27400.0,9050000.0,1.64
2025-03-31,27500.0,27400.0,27500.0,27200.0,12980000.0,-0.18
2025-03-28,27550.0,27750.0,27800.0,27450.0,12350000.0,-0.72
2025-03-27,27750.0,28000.0,28150.0,27750.0,7520000.0,-0.89
2025-03-26,28000.0,27900.0,28500.0,27800.0,24090000.0,0.36
2025-03-25,27900.0,28100.0,28200.0,27850.0,8130000.000000001,-0.36
2025-03-24,28000.0,27350.0,28200.0,27200.0,21080000.0,2.38
2025-03-21,27350.0,27350.0,27550.0,27300.0,7450000.0,-0.36
2025-03-20,27450.0,27500.0,27550.0,27100.0,14430000.0,0.73
2025-03-19,27250.0,27300.0,27350.0,27150.0,12080000.0,-0.55
2025-03-18,27400.0,27500.0,27600.0,27300.0,7950000.0,-0.18
2025-03-17,27450.0,27350.0,27450.0,27150.0,11000000.0,0.55
2025-03-14,27300.0,27100.0,27400.0,27100.0,10660000.0,0.0
2025-03-13,27300.0,27800.0,27800.0,27250.0,18990000.0,-1.97
2025-03-12,27850.0,28100.0,28250.0,27800.0,10860000.0,-0.54
2025-03-11,28000.0,27500.0,28000.0,27450.0,15310000.0,0.72
2025-03-10,27800.0,27750.0,28300.0,27700.0,13910000.0,0.18
2025-03-07,27750.0,27700.0,27900.0,27450.0,14920000.0,0.18
2025-03-06,27700.0,27450.0,27700.0,27350.0,12570000.0,1.47
2025-03-05,27300.0,27500.0,27600.0,27300.0,13270000.0,-0.73
2025-03-04,27500.0,26100.0,27550.0,26000.0,40200000.0,5.36
2025-03-03,26100.0,26150.0,26300.0,26050.0,9360000.0,0.0
2025-02-28,26100.0,26250.0,26300.0,26050.0,12220000.0,-0.57
2025-02-27,26250.0,26400.0,26400.0,26000.0,12510000.0,-0.19
2025-02-26,26300.0,26400.0,26550.0,26300.0,9950000.0,-0.38
2025-02-25,26400.0,26600.0,26800.0,26350.0,14500000.0,-0.38
2025-02-24,26500.0,26400.0,26650.0,26300.0,11760000.0,0.0
2025-02-21,26500.0,26600.0,26600.0,26400.0,8800000.0,-0.19
2025-02-20,26550.0,26200.0,26600.0,26050.0,21180000.0,1.72
2025-02-19,26100.0,25950.0,26150.0,25800.0,12940000.0,0.97
2025-02-18,25850.0,25700.0,26100.0,25650.0,10760000.0,0.58
2025-02-17,25700.0,26000.0,26100.0,25700.0,10970000.0,-1.15
2025-02-14,26000.0,26100.0,26200.0,25900.0,10240000.0,0.19
2025-02-13,25950.0,25600.0,26000.0,25550.0,11950000.0,0.97
2025-02-12,25700.0,26000.0,26000.0,25700.0,11520000.0,-0.77
2025-02-11,25900.0,26100.0,26150.0,25750.0,15670000.0,0.58
2025-02-10,25750.0,25750.0,26250.0,25450.0,22150000.0,0.0
2025-02-07,25750.0,25450.0,25800.0,25200.0,26590000.0,2.18
2025-02-06,25200.0,24900.0,25500.0,24800.0,37580000.0,2.02
2025-02-05,24700.0,24850.0,24900.0,24550.0,9430000.0,0.2
2025-02-04,24650.0,24350.0,24700.0,24300.0,12470000.0,1.65
2025-02-03,24250.0,24500.0,24700.0,24250.0,10890000.0,-2.02
2025-01-24,24750.0,24800.0,24850.0,24650.0,10330000.0,0.61
2025-01-23,24600.0,24350.0,24850.0,24250.0,21070000.0,1.65
2025-01-22,24200.0,24450.0,24450.0,24150.0,7460000.0,0.0
2025-01-21,24200.0,24400.0,24500.0,24150.0,8130000.000000001,-0.82
2025-01-20,24400.0,24400.0,24500.0,24250.0,5180000.0,0.0
2025-01-17,24400.0,23850.0,24400.0,23750.0,10020000.0,2.31
2025-01-16,23850.0,23850.0,23950.0,23600.0,8070000.0,0.63
2025-01-15,23700.0,23800.0,23900.0,23650.0,6720000.0,0.42
2025-01-14,23600.0,23550.0,23750.0,23500.0,4179999.9999999995,-0.84
2025-01-13,23800.0,23200.0,23800.0,23150.0,7940000.0,1.71
2025-01-10,23400.0,24000.0,24000.0,23400.0,6230000.0,-2.3
2025-01-09,23950.0,24050.0,24050.0,23750.0,4710000.0,0.0
2025-01-08,23950.0,23800.0,24300.0,23650.0,11950000.0,1.27
2025-01-07,23650.0,23900.0,23900.0,23550.0,7620000.0,0.21
2025-01-06,23600.0,23600.0,23850.0,23500.0,8130000.000000001,0.0
2025-01-03,23600.0,24350.0,24350.0,23600.0,17430000.0,-3.08
2025-01-02,24350.0,24650.0,24700.0,24300.0,7830000.0,-1.22
2024-12-31,24650.0,24350.0,24650.0,24350.0,9400000.0,1.02
2024-12-30,24400.0,24750.0,24750.0,24350.0,10150000.0,-0.81
2024-12-27,24600.0,24500.0,24900.0,24450.0,15400000.0,1.03
2024-12-26,24350.0,24500.0,24550.0,24300.0,5480000.0,-0.41
2024-12-25,24450.0,24000.0,24900.0,23950.0,18370000.0,1.88
2024-12-24,24000.0,24050.0,24050.0,23800.0,5180000.0,0.42
2024-12-23,23900.0,24000.0,24050.0,23800.0,3210000.0,0.42
2024-12-20,23800.0,23850.0,23950.0,23800.0,4590000.0,0.21
2024-12-19,23750.0,24000.0,24050.0,23750.0,15030000.0,-1.86
2024-12-18,24200.0,24250.0,24300.0,24100.0,5790000.0,0.0
2024-12-17,24200.0,24400.0,24400.0,24150.0,5390000.0,-0.41
2024-12-16,24300.0,24300.0,24400.0,24100.0,6360000.0,-0.21
2024-12-13,24350.0,24300.0,24550.0,24100.0,11020000.0,0.41
2024-12-12,24250.0,24200.0,24500.0,24150.0,18540000.0,0.41
2024-12-11,24150.0,24050.0,24300.0,24000.0,10340000.0,0.42
2024-12-10,24050.0,24050.0,24200.0,24000.0,7040000.0,-0.41
2024-12-09,24150.0,24100.0,24300.0,23950.0,7600000.0,0.0
2024-12-06,24150.0,24200.0,24250.0,23950.0,10920000.0,-0.21
2024-12-05,24200.0,23450.0,24200.0,23350.0,14190000.0,3.2
2024-12-04,23450.0,23450.0,23600.0,23400.0,8180000.0,-0.85
2024-12-03,23650.0,23650.0,23750.0,23450.0,8330000.0,0.0
2024-12-02,23650.0,23700.0,23700.0,23400.0,6570000.0,0.21
2024-11-29,23600.0,23500.0,23600.0,23350.0,8450000.0,0.0
2024-11-28,23600.0,23650.0,23700.0,23400.0,8140000.000000001,0.43
2024-11-27,23500.0,23500.0,23600.0,23350.0,6390000.0,-0.21
2024-11-26,23550.0,23500.0,23700.0,23450.0,6760000.0,0.21
