Date,Price,Open,High,Low,Vol.,Change %
2025-04-29,22890.0,22880.0,22900.0,22820.0,50000.0,0.18
2025-04-28,22850.0,22800.0,22850.0,22700.0,238500.0,0.22
2025-04-25,22800.0,22650.0,22900.0,22590.0,373300.0,0.66
2025-04-24,22650.0,22950.0,22950.0,21600.0,177100.0,0.22
2025-04-23,22600.0,22650.0,22950.0,22500.0,232400.0,0.67
2025-04-22,22450.0,22590.0,22700.0,21550.0,337600.0,-0.84
2025-04-21,22640.0,22760.0,22890.0,22480.0,133400.0,-0.53
2025-04-18,22760.0,22670.0,23000.0,22670.0,843700.0,0.75
2025-04-17,22590.0,22500.0,22700.0,22400.0,705500.0,0.4
2025-04-16,22500.0,22800.0,23050.0,22490.0,417900.0,-1.32
2025-04-15,22800.0,23140.0,23140.0,22800.0,612100.0,-1.47
2025-04-14,23140.0,23000.0,23150.0,22990.0,652700.0,1.49
2025-04-11,22800.0,23400.0,23400.0,22100.0,1090000.0,3.26
2025-04-10,22080.0,22080.0,22080.0,22080.0,407200.0,6.98
2025-04-09,20640.0,20000.0,21100.0,19800.0,2120000.0,-0.63
2025-04-08,20770.0,22300.0,22300.0,20770.0,1310000.0,-6.99
2025-04-04,22330.0,21450.0,22330.0,21100.0,706700.0,0.0
2025-04-03,22330.0,23500.0,23790.0,22330.0,834600.0,-6.96
2025-04-02,24000.0,23810.0,24150.0,23810.0,1070000.0,0.8
2025-04-01,23810.0,23820.0,23940.0,23770.0,629300.0,-0.04
2025-03-31,23820.0,24150.0,24150.0,23710.0,284700.0,-1.37
2025-03-28,24150.0,24150.0,24150.0,23930.0,152100.0,0.0
2025-03-27,24150.0,24500.0,24500.0,24060.0,201300.0,-0.37
2025-03-26,24240.0,24300.0,24350.0,24130.0,191600.0,-0.37
2025-03-25,24330.0,24260.0,24380.0,24260.0,126000.0,0.29
2025-03-24,24260.0,24000.0,24260.0,23960.0,356600.0,0.92
2025-03-21,24040.0,24100.0,24100.0,24010.0,99500.0,-0.25
2025-03-20,24100.0,24110.0,24170.0,23830.0,342200.0,-0.04
2025-03-19,24110.0,24250.0,24270.0,24000.0,168200.0,-0.74
2025-03-18,24290.0,24360.0,24420.0,24260.0,509600.0,-0.29
2025-03-17,24360.0,24240.0,24370.0,24240.0,173500.0,0.5
2025-03-14,24240.0,24240.0,24350.0,24150.0,173100.0,0.0
2025-03-13,24240.0,24300.0,24350.0,24200.0,408300.0,-0.33
2025-03-12,24320.0,24300.0,24430.0,24200.0,1100000.0,0.16
