Date,Price,Open,High,Low,Vol.,Change %
2025-04-29,109400.0,109600.0,110500.0,109100.0,2950000.0,-0.09
2025-04-28,109500.0,112000.0,112400.0,109200.0,3850000.0,-2.58
2025-04-25,112400.0,112000.0,112400.0,110200.0,5380000.0,0.36
2025-04-24,112000.0,111500.0,113700.0,110600.0,7740000.0,1.45
2025-04-23,110400.0,111700.0,111700.0,107700.0,5710000.0,0.0
2025-04-22,110400.0,111000.0,111200.0,104000.0,9130000.0,-1.16
2025-04-21,111700.0,112000.0,112500.0,110000.0,4330000.0,0.09
2025-04-18,111600.0,110500.0,115000.0,110500.0,7490000.0,2.01
2025-04-17,109400.0,105000.0,111300.0,104900.0,8580000.0,1.39
2025-04-16,107900.0,114500.0,115900.0,107900.0,18030000.0,-6.98
2025-04-15,116000.0,116100.0,117000.0,113700.0,7760000.0,-2.11
2025-04-14,118500.0,120000.0,120000.0,114000.0,9220000.0,0.0
2025-04-11,118500.0,117000.0,118500.0,114300.0,19220000.0,5.24
2025-04-10,112600.0,112600.0,112600.0,112600.0,1010000.0,6.93
2025-04-09,105300.0,97800.0,108000.0,97800.0,16890000.0,0.19
2025-04-08,105100.0,106000.0,108000.0,105100.0,16280000.000000002,-6.99
2025-04-04,113000.0,105600.0,113900.0,105600.0,21570000.0,-0.44
2025-04-03,113500.0,114700.0,117600.0,113500.0,11480000.0,-6.97
2025-04-02,122000.0,121200.0,122300.0,120800.0,3920000.0,1.24
2025-04-01,120500.0,122000.0,122200.0,118800.0,7820000.0,-0.41
2025-03-31,121000.0,123400.0,123400.0,121000.0,5410000.0,-2.42
2025-03-28,124000.0,126100.0,126400.0,124000.0,2940000.0,-1.74
2025-03-27,126200.0,122000.0,126500.0,121100.0,6460000.0,2.6
2025-03-26,123000.0,126500.0,126500.0,122700.0,9730000.0,-2.77
2025-03-25,126500.0,129800.0,129900.0,126500.0,5630000.0,-1.94
2025-03-24,129000.0,128500.0,129300.0,127300.0,5090000.0,0.78
2025-03-21,128000.0,125000.0,129000.0,125000.0,6420000.0,2.4
2025-03-20,125000.0,124600.0,126800.0,124500.0,8199999.999999999,0.32
2025-03-19,124600.0,130100.0,130600.0,123500.0,18130000.0,-4.15
2025-03-18,130000.0,130100.0,132200.0,130000.0,5510000.0,0.0
2025-03-17,130000.0,131600.0,132100.0,129600.0,6710000.0,-1.07
2025-03-14,131400.0,135600.0,136300.0,130800.0,16090000.0,-3.74
2025-03-13,136500.0,136100.0,138000.0,136100.0,3610000.0,0.44
2025-03-12,135900.0,137700.0,138700.0,135900.0,6190000.0,-1.16
2025-03-11,137500.0,138000.0,138500.0,137000.0,5780000.0,-1.29
2025-03-10,139300.0,141500.0,141500.0,139200.0,5320000.0,-1.49
2025-03-07,141400.0,141700.0,142700.0,141100.0,2950000.0,-0.14
2025-03-06,141600.0,139500.0,143500.0,139500.0,6420000.0,1.8
2025-03-05,139100.0,140000.0,140100.0,139100.0,2850000.0,-0.64
2025-03-04,140000.0,139500.0,140600.0,139300.0,3470000.0,-0.36
2025-03-03,140500.0,140500.0,141400.0,140300.0,2530000.0,0.14
2025-02-28,140300.0,140100.0,141100.0,139000.0,4690000.0,-0.71
2025-02-27,141300.0,142000.0,142200.0,140700.0,3420000.0,-0.35
2025-02-26,141800.0,139100.0,141800.0,138900.0,3320000.0,2.01
2025-02-25,139000.0,140400.0,140400.0,138200.0,6810000.0,-1.07
2025-02-24,140500.0,142000.0,142000.0,139500.0,7500000.0,-1.06
2025-02-21,142000.0,142800.0,142900.0,141500.0,5310000.0,-0.7
2025-02-20,143000.0,144200.0,144600.0,143000.0,3390000.0,-0.69
2025-02-19,144000.0,143900.0,144900.0,143100.0,3030000.0,0.07
2025-02-18,143900.0,143800.0,144400.0,143100.0,1660000.0,0.21
2025-02-17,143600.0,145000.0,145000.0,143400.0,2470000.0,-0.9
2025-02-14,144900.0,144000.0,145000.0,143600.0,3250000.0,1.26
2025-02-13,143100.0,145000.0,145000.0,142700.0,2850000.0,-1.31
2025-02-12,145000.0,145600.0,145700.0,144300.0,1890000.0,-0.28
2025-02-11,145400.0,142200.0,145400.0,140100.0,5360000.0,2.39
2025-02-10,142000.0,145500.0,145500.0,142000.0,7750000.0,-2.81
2025-02-07,146100.0,146500.0,146700.0,145800.0,3870000.0,-0.27
2025-02-06,146500.0,147000.0,147300.0,145600.0,3430000.0,0.14
2025-02-05,146300.0,146900.0,147500.0,145800.0,5200000.0,0.07
2025-02-04,146200.0,146000.0,147000.0,145300.0,5470000.0,0.48
2025-02-03,145500.0,148000.0,149200.0,145300.0,12750000.0,-5.15
2025-01-24,153400.0,154100.0,154500.0,153400.0,3660000.0,-0.58
2025-01-23,154300.0,150100.0,156000.0,150000.0,7060000.0,3.07
2025-01-22,149700.0,149600.0,150600.0,149200.0,2790000.0,-0.13
2025-01-21,149900.0,150500.0,151400.0,149000.0,2480000.0,-0.07
2025-01-20,150000.0,149000.0,150400.0,148200.0,2220000.0,0.67
2025-01-17,149000.0,146600.0,150100.0,146000.0,3540000.0,1.71
2025-01-16,146500.0,146200.0,147000.0,145200.0,3570000.0,0.69
2025-01-15,145500.0,146000.0,146500.0,144800.0,2840000.0,0.28
2025-01-14,145100.0,147600.0,148000.0,145100.0,2900000.0,-1.69
2025-01-13,147600.0,146100.0,148500.0,144700.0,3490000.0,0.2
2025-01-10,147300.0,148800.0,149100.0,147200.0,2520000.0,-1.01
2025-01-09,148800.0,148300.0,149200.0,148000.0,1710000.0,0.34
2025-01-08,148300.0,150000.0,150000.0,148100.0,3880000.0,-1.2
2025-01-07,150100.0,149500.0,151300.0,149500.0,3450000.0,0.54
